100;54958;77555;97326;46453
200;61126;81059;72692;41944
300;41747;73213;75956;40273
400;46612;70655;77274;50735
500;46021;66869;75855;43443
600;45545;67679;74153;51734
700;45719;103945;82539;49744
800;45835;68202;73463;53008
900;47721;70217;74584;54215
1000;48070;67588;79640;84127
1100;52846;91117;86980;63002
1200;51444;89856;95603;82041
1300;47637;72498;77180;77552
1400;49944;96364;94958;81933
1500;55244;71323;79711;66579
1600;28546;73251;74686;76308
1700;47615;69385;81345;66549
1800;47581;79229;77476;105715
1900;56855;118463;84243;92778
2000;28346;73826;102172;100121
2100;29973;75162;75239;88742
2200;33652;71466;77788;100833
2300;55067;80528;94503;94521
2400;39881;70511;79744;114906
2500;47457;72339;79788;106105
2600;73847;81179;90517;119516
2700;48692;129182;93683;108769
2800;61260;79669;84543;118525
2900;34923;76396;120904;126564
3000;37192;75009;89426;124491
