100;493814;1028573;1100344;143594
200;586765;1244511;1059383;216659
300;453348;1013674;1218117;87668
400;470980;834347;714647;74824
500;510795;874012;809251;75222
600;498815;771056;890444;107461
700;585384;758913;769642;59237
800;495010;752525;892845;127005
900;544754;1035975;959391;113892
1000;540439;772127;766392;126734
1100;650646;1104913;818087;132551
1200;668360;1061870;965542;76479
1300;479510;729450;749095;78409
1400;481792;769136;751055;75513
1500;411161;806295;725816;83789
1600;569446;763331;825575;102126
1700;548147;697586;713317;112950
1800;577850;786643;915691;172594
1900;536528;627036;873201;106857
2000;510577;730742;806444;99168
2100;491600;638544;716075;91845
2200;622357;725371;730451;102225
2300;538485;727814;741003;128190
2400;520173;649562;738437;124955
2500;471604;829048;831798;107519
2600;498928;794627;861650;116134
2700;503086;869795;757520;132131
2800;531070;892051;747610;122044
2900;549512;763161;763062;119407
3000;492908;851805;802841;131340
